firm,year,quarter,total_assets,current_assets,inventory,total_liabilities,short_term_debt,equity,revenue,cogs,operating_profit,interest_expense,net_income,cfo,capex,avg_total_assets,avg_equity,avg_inventory,ROA,ROE,NPM,TATO,ITO,DAR,DER,ICR,CR,QR,capex_abs,CFO_TA,FCF,FCF_TA,SIZE,REV_GROWTH_QOQ,REV_GROWTH_YOY,ROA_lag1,ROA_lag2,ROA_lag4
VCR,2013,1,879123704217.0,589165467926.0,560578979675.0,552505542417.0,385763709422.0,326618161800.0,1021650747.0,-1952176156.0,-10577883330.0,-5675870874.0,-10177714915.0,-2517717796.0,-12525642271.0,879123704217.0,326618161800.0,560578979675.0,-0.011577113512215985,-0.031160897051500092,-9.962029533953837,0.0011621239901726265,-0.003482428394178799,0.6284730348718038,1.6915946724215505,1.8636582059072404,1.5272703303500534,0.07410362238021792,12525642271.0,-0.002863894789689956,-15043360067.0,-0.017111767086747495,27.502191457627255,,,,,
VCR,2013,2,875835292243.0,592232739191.0,560631420421.0,557641518119.0,390630653176.0,318193774124.0,5695820847.0,-3960415478.0,-8293561212.0,-5325956114.0,-8424387676.0,3777754781.0,-3936287560.0,877479498230.0,322405967962.0,560605200048.0,-0.00960066610444253,-0.02612975103796134,-1.4790471649818728,0.00649111558559405,-0.007064535751114871,0.6366967888344498,1.7525217759342058,1.5571966862812194,1.5160938712205145,0.08089820528181109,3936287560.0,0.00430523424036717,-158532779.0,-0.0001806683567191974,27.498443887650694,4.57511543325872,,-0.011577113512215985,,
VCR,2013,3,873846707820.0,591735130753.0,560613070142.0,562888454754.0,395877589811.0,310958253066.0,4841211687.0,-3409975652.0,-7203704634.0,-4896620495.0,-7235521058.0,-3068651957.0,3936287560.0,874841000031.5,314576013595.0,560622245281.5,-0.00827066982198991,-0.02300086702514881,-1.4945682043669741,0.005533818930326407,-0.006082483670065181,0.6441501120468225,1.8101737104708024,1.4711584533364985,1.4947426830488342,0.07861536346590951,3936287560.0,-0.003507668201295445,-7004939517.0,-0.008007100166484855,27.496170805708758,-0.15004143967240902,,-0.00960066610444253,-0.011577113512215985,
VCR,2013,4,869822438631.0,589479196158.0,560540366518.0,567870379799.0,419706066667.0,301952058832.0,983566729.0,-1838294282.0,-9503012552.0,-4812206373.0,-9006194234.0,-313164519.0,-941375748.0,871834573225.5,306455155949.0,560576718330.0,-0.010330164128132768,-0.029388294042926148,-9.15666824472262,0.0011281575188755453,-0.0032792911690596362,0.6528578185368066,1.8806640431451787,1.974772446443456,1.4045048260541348,0.06895022954948236,941375748.0,-0.00035920176673126725,-1254540267.0,-0.001438965952403809,27.491554934237538,-0.7968345958427825,,-0.00827066982198991,-0.00960066610444253,
VCR,2014,1,869033490306.0,590305505189.0,560564917353.0,575672728089.0,427508414957.0,293360762217.0,918378212.0,-1785908791.0,-8259665296.0,-4588153866.0,-8263553460.0,-1204155270.0,-169202611.0,869427964468.5,297656410524.5,560552641935.5,-0.009504586691148918,-0.02776205439499456,-8.997985091571401,0.0010563016713655217,-0.003185978724198923,0.6624287032785087,1.9623371705830681,1.800215410648567,1.3808044111795428,0.06956725714742104,169202611.0,-0.0013849971696460511,-1373357881.0,-0.0015796108902933243,27.490647500371384,-0.06627767601114132,-0.10108399108330512,-0.010330164128132768,-0.00827066982198991,-0.011577113512215985
VCR,2014,2,882501263929.0,593900969721.0,561231019160.0,584667331316.0,454628131076.0,297833932613.0,5913241231.0,-3938275616.0,4482750112.0,4474080689.0,4473170396.0,1509643176.0,-55585178.0,875767377117.5,295597347415.0,560897968256.5,0.005107715259642337,0.015132647282250309,0.7564667533855258,0.006752068397960697,-0.007021376148396061,0.6625116078735025,1.9630648737251377,1.0019376992957043,1.3063445245136356,0.0718608205868778,55585178.0,0.0017237947147207494,1454057998.0,0.0016603244605729495,27.506026057967002,5.438786497474093,0.03817191408232512,-0.009504586691148918,-0.010330164128132768,-0.00960066610444253
VCR,2014,3,885413899356.0,591745073566.0,561704026640.0,588431205119.0,458392004879.0,296982694237.0,6402457496.0,-4650058841.0,-781102701.0,-13500000.0,-769451633.0,-2595471256.0,0.0,883957581642.5,297408313425.0,561467522900.0,-0.0008704621680717596,-0.0025871893900304144,-0.12018067023181687,0.007242946527030698,-0.008281972957193105,0.6645832028918809,1.9813653001929346,57.859459333333334,1.2909149096572936,0.06553571311508764,0.0,-0.0029361943490289442,-2595471256.0,-0.0029361943490289442,27.50932105551292,0.08273233678262559,0.32249071305689436,0.005107715259642337,-0.009504586691148918,-0.00827066982198991
VCR,2014,4,880361526590.0,582955483548.0,557306473789.0,576690616366.0,409625930342.0,303670910224.0,28299140908.0,-18677622212.0,6692082474.0,-13500000.0,6688215987.0,24841807801.0,-22915374908.0,882887712973.0,300326802230.5,559505250214.5,0.007575386868255732,0.022269793895607133,0.23633989486618234,0.03205293322375801,-0.03338238953940017,0.6550611299425572,1.899064404755166,-495.7098128888889,1.4231410669272957,0.06261568875189477,22915374908.0,0.028136995719816635,1926432893.0,0.0021819681763528102,27.50359848572336,3.4200435419805872,27.771958295876843,-0.0008704621680717596,0.005107715259642337,-0.010330164128132768
VCR,2015,1,883461868183.0,582943041760.0,552453138185.0,579022722184.0,415958036160.0,304439145999.0,10100249111.0,-7131437687.0,574458029.0,-14431224.0,791989569.0,11824127407.0,-5085647644.0,881911697386.5,304055028111.5,554879805987.0,0.0008980372653486969,0.002604757349086066,0.0784128748010243,0.01145267620435421,-0.0128522206251764,0.6554020530335571,1.9019325530032263,-39.80660469271352,1.401446759248975,0.0733004315927483,5085647644.0,0.013407382442074636,6738479763.0,0.007640764696702786,27.507113967823415,-0.6430899035473999,9.997918917309855,0.007575386868255732,-0.0008704621680717596,-0.009504586691148918
VCR,2015,2,884322111636.0,28577578440.0,5797015.0,579766822301.0,452992717518.0,304555289335.0,2995818036.0,-1917798227.0,-512331079.0,931224.0,116143336.0,-3516430468.0,3248541014.0,883891989909.5,304497217667.0,276229467600.0,0.0001313999191370562,0.00038142659197305063,0.03876848814057944,0.0033893485518595276,-0.006942772049856422,0.6556059321285416,1.9036504785943058,-550.1695392300886,0.0630861763000957,0.06307337915176237,3248541014.0,-0.003978348608363382,-6764971482.0,-0.007653617816688951,27.508087212892633,-0.7033916685542628,-0.49337124616284744,0.0008980372653486969,0.007575386868255732,0.005107715259642337
VCR,2015,3,885918347332.0,25975587542.0,0.0,583015182088.0,452556029515.0,302903165244.0,1373275109.0,-1007834225.0,-1652065955.0,0.0,-1652124091.0,3677005737.0,-829841565.0,885120229484.0,303729227289.5,2898507.5,-0.0018665533065074578,-0.005439463649065539,-1.2030539839923655,0.0015515125101146772,-347.70799282044294,0.6580913284432901,1.9247576419954513,,0.057397506270854,0.057397506270854,829841565.0,0.0041542443777876255,2847164172.0,0.0032166976611299643,27.509890624537118,-0.5416026299001826,-0.7855081256130216,0.0001313999191370562,0.0008980372653486969,-0.0008704621680717596
VCR,2015,4,888555644357.0,24686765684.0,0.0,582278191292.0,426805359278.0,306277453065.0,11231846917.0,-5137018985.0,3377172605.0,0.0,3374287821.0,14500704205.0,-13943271917.0,887236995844.5,304590309154.5,0.0,0.003803141479451324,0.011078119426604707,0.30042145748023286,0.01265935366717793,,0.6553086404772809,1.9011461191967842,,0.05784080529298194,0.05784080529298194,13943271917.0,0.016343664965410707,557432288.0,0.0006282789047467734,27.512863109881177,7.1788760630627575,-0.6031029014797822,-0.0018665533065074578,0.0001313999191370562,0.007575386868255732
VCR,2016,1,890199801908.0,23391199420.0,0.0,585373933997.0,427345276983.0,304825867911.0,1163636363.0,-745385449.0,-1537575927.0,0.0,-1537575927.0,-1589133791.0,0.0,889377723132.5,305551660488.0,0.0,-0.001728822171961385,-0.005032130817238303,-1.3213543129882406,0.0013083713845468566,,0.6575758978404007,1.920355178543809,,0.05473606631419613,0.05473606631419613,0.0,-0.001786792888631021,-1589133791.0,-0.001786792888631021,27.514711771002865,-0.8963984844523857,-0.8847913204702342,0.003803141479451324,-0.0018665533065074578,0.0008980372653486969
VCR,2016,2,921094505629.0,51514478015.0,0.0,616981589700.0,463310007677.0,304112915929.0,1500000000.0,-744777658.0,-696724820.0,0.0,-712951982.0,60143187477.0,-305355268.0,905647153768.5,304469391920.0,0.0,-0.0007872293078306781,-0.002341621197139349,-0.47530132133333336,0.0016562741833376616,,0.6698352730686127,2.0287911409985764,,0.11118792420066544,0.11118792420066544,305355268.0,0.06640907248119471,59837832209.0,0.06607190444977167,27.548828479912498,0.2890625007049561,-0.4993020330424368,-0.001728822171961385,0.003803141479451324,0.0001313999191370562
VCR,2016,3,849825846786.0,19349410719.0,0.0,533158198713.0,376879899776.0,316667648073.0,948680296.0,-496152512.0,-1187212965.0,0.0,12554732144.0,-62908540152.0,305355268.0,885460176207.5,310390282001.0,0.0,0.014178765438975435,0.04044821269230185,13.23389154063341,0.001071398038546778,,0.6273734797892749,1.6836522516821593,,0.0513410524957696,0.0513410524957696,305355268.0,-0.07104615412682086,-63213895420.0,-0.07139100901268129,27.468297279304625,-0.36754646933333335,-0.3091840886194931,-0.0007872293078306781,-0.001728822171961385,-0.0018665533065074578
VCR,2016,4,857441551763.0,22389652717.0,0.0,543569144532.0,382983793985.0,313872407231.0,0.0,0.0,-2272277119.0,0.0,-2795240842.0,2759201648.0,-525799169.0,853633699274.5,315270027652.0,0.0,-0.0032745202589537694,-0.008866180089549872,,0.0,,0.6339430873327264,1.7318156423095534,,0.05846109696713934,0.05846109696713934,525799169.0,0.003232301689055897,2233402479.0,0.0026163475983881144,27.477218852454097,-1.0,-1.0,0.014178765438975435,-0.0007872293078306781,0.003803141479451324
VCR,2017,1,863289637829.0,19873624646.0,0.0,553529120443.0,405020389728.0,309760517386.0,0.0,0.0,-4100861369.0,0.0,-4111889845.0,11099706815.0,-126336243.0,860365594796.0,311816462308.5,0.0,-0.004779235559709898,-0.013186891463516906,,0.0,,0.6411858734167302,1.7869582770396593,,0.0490682077989865,0.0490682077989865,126336243.0,0.012901151419974942,10973370572.0,0.012754311235099864,27.484016089137743,,-1.0,-0.0032745202589537694,0.014178765438975435,-0.001728822171961385
VCR,2017,2,860547046378.0,18080763398.0,0.0,554765205551.0,411231355676.0,305781840827.0,0.0,0.0,-4095998026.0,-4034136578.0,-3978676559.0,-1848954228.0,-158631886.0,861918342103.5,307771179106.5,0.0,-0.0046160713430115595,-0.012927385113026563,,0.0,,0.6446657482423295,1.814251637869057,1.0153344952021106,0.04396737541639561,0.04396737541639561,158631886.0,-0.002145161713913237,-2007586114.0,-0.0023292068586224924,27.48083412440737,,-1.0,-0.004779235559709898,-0.0032745202589537694,-0.0007872293078306781
VCR,2017,3,881368087485.0,41195262314.0,0.0,578910858790.0,422329635710.0,302457228695.0,2416800000.0,-1629443194.0,-3327172254.0,-2047373205.0,-3324612132.0,17987941032.0,284968129.0,870957566931.5,304119534761.0,0.0,-0.0038171918566745487,-0.01093192561475122,-1.3756256752730884,0.0027748768616991408,,0.6568321079583591,1.9140255344129262,1.625093190569523,0.09754291158077158,0.09754291158077158,284968129.0,0.020653062462473254,17702972903.0,0.020325873010518688,27.50474118207867,,1.5475389445634695,-0.0046160713430115595,-0.004779235559709898,0.014178765438975435
VCR,2017,4,879724284937.0,40089565637.0,0.0,581643199892.0,424726562767.0,298081085045.0,337841780.0,-136424878.0,-4374272121.0,-2335414045.0,-4376143650.0,0.0,0.0,880546186211.0,300269156870.0,0.0,-0.004969805921062011,-0.014574069796634588,-12.953234055302456,0.0003836729808049444,,0.6611653331062168,1.9512918768535477,1.8730178189880673,0.09438911796762912,0.09438911796762912,0.0,0.0,0.0,0.0,27.502874382754435,-0.8602111138695796,,-0.0038171918566745487,-0.0046160713430115595,-0.0032745202589537694
VCR,2018,1,878247082351.0,39258034255.0,0.0,584219558000.0,429649989592.0,294027524351.0,0.0,0.0,-4022966442.0,-2066113477.0,-4022966442.0,-1644221901.0,0.0,878985683644.0,296054304698.0,0.0,-0.004576828174631967,-0.013588609853532649,,0.0,,0.6652109295212107,1.9869553345032374,1.9471178552309496,0.09137212895612969,0.09137212895612969,0.0,-0.0018705900808117485,-1644221901.0,-0.0018705900808117485,27.50119380597012,-1.0,,-0.004969805921062011,-0.0038171918566745487,-0.004779235559709898
VCR,2018,2,872274559629.0,33952995399.0,0.0,582285808230.0,432550132748.0,289988751399.0,0.0,0.0,-4021167034.0,-2166107074.0,-4038772952.0,-5838362764.0,-311991366.0,875260820990.0,292008137875.0,0.0,-0.004614365061413098,-0.013831028756222125,,0.0,,0.6675487686785919,2.007959982657479,1.8564027061572672,0.07849493695284732,0.07849493695284732,311991366.0,-0.006670426259222112,-6150354130.0,-0.007026881567763295,27.49437007325663,,,-0.004576828174631967,-0.004969805921062011,-0.0046160713430115595
VCR,2018,3,869138766983.0,31321107124.0,0.0,583371687913.0,431494651626.0,285767079070.0,0.0,0.0,-4142198329.0,-2141360805.0,-4221672329.0,-2508175201.0,-187896114.0,870706663306.0,287877915234.5,0.0,-0.004848558655759754,-0.014664800964537707,,0.0,,0.6712066128841891,2.041423700069035,1.9343766446682487,0.07258747473687742,0.07258747473687742,187896114.0,-0.0028806201981694613,-2696071315.0,-0.0030964174602308016,27.490768635289616,,-1.0,-0.004614365061413098,-0.004576828174631967,-0.0038171918566745487
VCR,2018,4,864809827568.0,32620024573.0,0.0,577794191481.0,433776611063.0,287015636087.0,12514045000.0,-4733576054.0,1248539382.0,-2140544131.0,1248539382.0,-3061646477.0,-112761112.0,866974297275.5,286391357578.5,0.0,0.001440111184291833,0.00435955677069541,0.09977104781067991,0.014434159166339609,,0.6681170507808181,2.0131105028224296,-0.5832813086720705,0.0752000539933731,0.0752000539933731,112761112.0,-0.003531415506343546,-3174407589.0,-0.0036614783148424326,27.485775467184638,,36.0411409743342,-0.004848558655759754,-0.004614365061413098,-0.004969805921062011
VCR,2019,1,867361787327.0,33296003380.0,0.0,582064937996.0,435958322420.0,285296849331.0,0.0,0.0,-1718786756.0,0.0,-1718786756.0,2711125262.0,-2626884259.0,866085807447.5,286156242709.0,0.0,-0.0019845455741453063,-0.006006462552514993,,0.0,,0.671075145920117,2.040208082777287,,0.07637428090642757,0.07637428090642757,2626884259.0,0.0031303194656775875,84241003.0,9.726634737067491e-05,27.48872201310818,-1.0,,0.001440111184291833,-0.004848558655759754,-0.004576828174631967
VCR,2019,2,1021271272212.0,183853843239.0,0.0,737933232783.0,595857912893.0,283338039429.0,0.0,0.0,-1958809902.0,0.0,-1958809902.0,17354902798.0,-4171175303.0,944316529769.5,284317444380.0,0.0,-0.002074314957166036,-0.006889517125027276,,0.0,,0.7225633902192213,2.6044269744723576,,0.30855316218988466,0.30855316218988466,4171175303.0,0.018378268568735305,13183727495.0,0.013961131759726837,27.652069312487043,,,-0.0019845455741453063,0.001440111184291833,-0.004614365061413098
VCR,2019,3,1064586087118.0,86146408470.0,0.0,772281395305.0,323019123107.0,292304691813.0,0.0,0.0,149517765.0,0.0,149517765.0,-139098219490.0,-141736838350.0,1042928679665.0,287821365621.0,0.0,0.000143363365027057,0.0005194811187050072,,0.0,,0.7254287883807365,2.642042419897461,,0.2666913575932903,0.2666913575932903,141736838350.0,-0.13337270534614107,-280835057840.0,-0.2692754196099078,27.693607188952292,,,-0.002074314957166036,-0.0019845455741453063,-0.004848558655759754
VCR,2019,4,888396098875.0,62271651343.0,0.0,720884482439.0,315429694918.0,167511616436.0,37279640182.0,-31478102154.0,1378504398.0,0.0,-4779628109.0,-157262913875.0,142242505267.0,976491092996.5,229908154124.5,0.0,-0.004894697087643719,-0.02078929356464553,-0.12821014595810887,0.03817714308852751,,0.8114448986796267,4.3034894998725255,,0.19741848134871484,0.19741848134871484,142242505267.0,-0.16104899983513077,-299505419142.0,-0.30671597651026755,27.51268353777627,,1.9790239832124623,0.000143363365027057,-0.002074314957166036,0.001440111184291833
VCR,2020,1,894088004547.0,59239328415.0,0.0,729224719243.0,315452123503.0,164863285304.0,0.0,0.0,-2745877915.0,0.0,-2745878815.0,1355028503.0,-9983554321.0,891242051711.0,166187450870.0,0.0,-0.003080957423102379,-0.016522780755256674,,0.0,,0.8156073177745742,4.423208708344885,,0.18779182006183776,0.18779182006183776,9983554321.0,0.0015203821457915121,-8628525818.0,-0.009681461732460917,27.51907004636572,-1.0,,-0.004894697087643719,0.000143363365027057,-0.0019845455741453063
VCR,2020,2,907269618485.0,63154548012.0,0.0,744697892772.0,326697899772.0,162571725713.0,0.0,0.0,-2291458091.0,0.0,-2291559591.0,-19471826262.0,9002846415.0,900678811516.0,163717505508.5,0.0,-0.0025442583545880293,-0.013997034610822514,,0.0,,0.8208121131792447,4.580734377432092,,0.19331176617932067,0.19331176617932067,9002846415.0,-0.021619056663746215,-28474672677.0,-0.031614680297710286,27.53370550692814,,,-0.003080957423102379,-0.004894697087643719,-0.002074314957166036
VCR,2020,3,919468941922.0,66233012962.0,0.0,759539266039.0,329221464820.0,159929675883.0,0.0,0.0,-2642049830.0,0.0,-2642049830.0,-2970563590.0,-384834605.0,913369280203.5,161250700798.0,0.0,-0.0028926414400661116,-0.016384733938674265,,0.0,,0.8260629928959938,4.749207811780081,,0.20118072495124986,0.20118072495124986,384834605.0,-0.0032523138826588893,-3355398195.0,-0.003673649057095956,27.54706210328275,,,-0.0025442583545880293,-0.003080957423102379,0.000143363365027057
