firm,year,quarter,ROA,NPM,TATO,ITO,DAR,QR,FCF_TA,ICR,has_debt,SIZE,ROA_lag1,ROA_lag4,REV_GROWTH_YOY,target
API,2014,1,0.000284271,0,0.000379664,0.000478957,0.493884299,0.793109297,-0.011086607,-1.764461661,1,27.03200614,0.04937847,0.004311789,0,0
API,2014,2,-0.006287366,-1.880262976,0.002122162,0.151526896,0.503653069,0.710797846,-0.040543179,-4.457721888,1,27.03892811,0.000284271,0.006602905,0,1
API,2014,3,0.004782559,0,0.000379664,0.000478957,0.522527804,0.718331445,0.014195011,8.587974763,1,27.08754074,-0.006287366,0.004696857,-0.975108666,1
API,2014,4,0.011629642,2.422960708,0.004799765,0.277174397,0.543215576,0.771364068,-0.034073107,211.1672003,1,27.15678059,0.004782559,0.04937847,0,1
API,2015,1,0.039280194,0,0.000379664,0.000478957,0.508309019,1.151934553,0.058739922,840.2652443,1,27.44297631,0.011629642,0.000284271,0,1
API,2015,2,0.028294225,3.281683797,0.000379664,0.030254396,0.298574443,2.605669119,-0.106390261,840.2652443,1,27.13082638,0.039280194,-0.006287366,-0.848510635,1
API,2015,3,0.007238049,3.281683797,0.000379664,0.000478957,0.425983437,1.798356115,-0.060909776,840.2652443,1,27.32034113,0.028294225,0.004782559,0,0
API,2015,4,-0.010617902,-1.880262976,0.003274593,1.223219964,0.453067748,1.633718087,0.132557096,-10.14781211,1,27.26063399,0.007238049,0.011629642,-0.192813152,0
API,2016,1,0.00079103,0.026264848,0.030117452,7.865658251,0.551369144,1.375834125,0.089983089,11.83262325,1,27.45843378,-0.010617902,0.039280194,0,0
API,2016,2,0.001165796,0.052520363,0.022197027,4.50325554,0.375850259,2.045119303,-0.135263806,7.007142512,1,27.13054244,0.00079103,0.028294225,16.93239521,0
API,2016,3,-0.001962659,-0.235862222,0.008321208,2.930872222,0.445597368,1.522597177,-0.135263806,-4.292797887,1,27.24665178,0.001165796,0.007238049,16.93239521,0
API,2016,4,-0.002253382,-0.303405524,0.007426965,2.764011032,0.481613061,1.238253986,0.020726154,-2.955850042,1,27.31291373,-0.001962659,-0.010617902,1.24413927,1
API,2017,1,0.036834005,0.359704496,0.102400735,15.67834562,0.521322757,1.239445097,0.116517561,88.09810762,1,27.45674598,-0.002253382,0.00079103,2.479143539,0
API,2017,2,-0.005636235,-0.507950244,0.011096037,3.703126052,0.633376024,0.984543945,0.062359901,0.682450692,1,27.70987426,0.036834005,0.001165796,-0.336309726,1
API,2017,3,0.009946868,0.312233219,0.031857173,9.637194474,0.684562965,0.816060186,0.076212173,27.28667099,1,27.88682709,-0.005636235,-0.001962659,6.059918014,1
API,2017,4,0.016426178,0.15550148,0.105633578,15.67834562,0.693425539,0.763612297,-0.007012958,75.69407891,1,27.96624646,0.009946868,-0.002253382,16.93239521,0
API,2018,1,0.006393062,0.130094207,0.049141787,0.169998908,0.71230934,0.702752026,-0.085679184,30.05179664,1,28.05175427,0.016426178,0.036834005,-0.105672927,1
API,2018,2,0.018797218,0.122208307,0.153812935,0.30138805,0.649794817,0.817701114,-0.056329546,127.7232321,1,27.92569037,0.006393062,-0.005636235,16.93239521,1
API,2018,3,0.016593805,0.094243729,0.176073309,0.440526063,0.68420749,0.890657317,-0.135263806,74.03530664,1,28.08551154,0.018797218,0.009946868,5.794875089,0
API,2018,4,0.005740033,0.033060471,0.173622238,0.506425981,0.721971694,0.721542917,0.132557096,27.84459379,1,28.20720851,0.016593805,0.016426178,1.04989948,0
API,2019,1,0.000451614,0.012155393,0.037153358,0.085727345,0.74996698,1.024464987,0.051406847,7.470331412,1,28.26121203,0.005740033,0.006393062,-0.053509979,0
API,2019,2,-0.005431844,-0.269196559,0.020177984,0.042606289,0.787951181,0.770089285,-0.065183063,-1.930925618,1,28.40234668,0.000451614,0.018797218,-0.8150344,0
API,2019,3,-0.004793445,-0.26686834,0.017961836,0.033688213,0.804540441,0.679603042,0.050245343,-1.908222243,1,28.49665076,-0.005431844,0.016593805,-0.841314589,1
API,2019,4,0.018268599,0.148572613,0.122960743,0.20675231,0.796722501,0.672394433,-0.026486394,13.54844963,1,28.51983503,-0.004793445,0.005740033,0.015197503,1
API,2020,1,0.004612808,0.091446885,0.050442486,0.076592295,0.810394106,0.651896392,-0.067717911,9.976184766,1,28.60996092,0.018268599,0.000451614,0.891022813,0
API,2020,2,0.006099336,0.139045363,0.0438658,0.060668232,0.810663453,0.51845465,0.012901071,4.483047374,1,28.64358309,0.004612808,-0.005431844,1.913016127,1
API,2020,3,0.005204386,0.163734656,0.031785486,0.036410309,0.806715958,0.512735226,-0.0131288,15.40825437,1,28.65710936,0.006099336,-0.004793445,1.160888752,0
API,2020,4,0.005078986,0.093613426,0.054254887,0.068909034,0.813678388,0.480268155,-0.011441118,3.019135211,1,28.70032922,0.005204386,0.018268599,-0.476662853,1
API,2021,1,0.00606946,0.070636015,0.08592586,0.11537203,0.79478929,0.410842285,0.002828615,2.734988827,1,28.62433405,0.005078986,0.004612808,0.877219015,0
API,2021,2,0.004163973,0.08348849,0.049874819,0.054858708,0.798278103,0.345083069,-0.010331615,3.178013005,1,28.64282569,0.00606946,0.006099336,0.144640479,1
API,2021,3,0.01526837,0.182318889,0.083745408,0.093494711,0.797338782,0.467568571,-0.058549725,7.113321242,1,28.71374765,0.004163973,0.005204386,1.711000519,1
API,2021,4,0.044649768,0.234645302,0.190286222,0.209238243,0.703494976,0.365854007,-0.009496817,12.74825714,1,28.67838214,0.01526837,0.005078986,2.568355179,1
API,2022,1,0.017458554,0.163635025,0.106692035,0.141501997,0.664942175,0.43342094,0.013427826,10.6570021,1,28.61156373,0.044649768,0.00606946,0.2201078,0
API,2022,2,0.0010027,0.009354771,0.10718598,0.157474661,0.654453531,0.553246838,-0.036441551,1.680200702,1,28.5837151,0.017458554,0.004163973,1.073344374,1
API,2022,3,0.005768783,0.115009283,0.050159281,0.06992381,0.654244618,0.574896193,-0.033999129,0.976718241,1,28.60647462,0.0010027,0.01526837,-0.449172419,1
API,2022,4,0.021310841,0.795463425,0.026790473,0.067505481,0.611339175,0.770374278,0.044671787,3.066374948,1,28.56192244,0.005768783,0.044649768,-0.87409878,1
API,2023,1,0.00179234,0.071086488,0.025213517,0.033269638,0.587229807,0.781234105,-0.051478844,0.643928814,1,28.50541303,0.021310841,0.017458554,-0.788605737,0
API,2023,2,-0.005936899,-0.341776726,0.017370694,0.028926766,0.591855455,0.672085897,0.048962655,-1.073935271,1,28.50224262,0.00179234,0.0010027,-0.852464757,0
API,2023,3,-0.007464618,-0.37776331,0.01976004,0.033855394,0.585511267,0.73486602,-0.012874421,-1.218236953,1,28.46869263,-0.005936899,0.005768783,-0.64693149,0
API,2023,4,-0.009304541,-0.455539289,0.020425333,0.042530633,0.590777433,0.743709654,0.021789478,-0.654446135,1,28.46096704,-0.007464618,0.021310841,-0.323538494,0
API,2024,1,-0.00519215,-0.337593931,0.015379866,0.032004323,0.589899577,0.669284026,-0.006267845,-0.815620505,1,28.43856398,-0.009304541,0.00179234,-0.43929455,0
API,2024,2,-0.005737445,-0.207950401,0.027590448,0.045685688,0.57359692,0.695007769,-0.000205521,-0.76930245,1,28.38587594,-0.00519215,-0.005936899,0.449796129,0
API,2024,3,-0.003130757,-0.162638409,0.019249802,0.032367134,0.576395937,0.721839927,-0.010655832,-0.492527883,1,28.38512089,-0.005737445,-0.007464618,-0.118623825,1
API,2024,4,0.004047222,0.118279894,0.03421733,0.04723652,0.580871446,0.756253065,0.020332346,0.917919366,1,28.40555594,-0.003130757,-0.009304541,0.562847737,0
API,2025,1,-0.003217194,-0.111808414,0.028774163,0.051013121,0.57597031,0.791881299,0.006829174,-0.511642751,1,28.38890786,0.004047222,-0.00519215,0.775100258,1
API,2025,2,0.003221122,0.081647767,0.039451434,0.058802682,0.56790072,0.805043437,0.012193436,1.054680702,1,28.37750061,-0.003217194,-0.005737445,0.388542079,0
API,2025,3,-0.003377293,-0.254925199,0.013248174,0.024696631,0.568457386,0.820045863,-0.016250271,-0.366354634,1,28.3705916,0.003221122,-0.003130757,-0.319608893,1
API,2025,4,0.011525062,0.266197849,0.043295097,0.052384517,0.579650333,0.723555433,-0.017723946,1.623534838,1,28.43088711,-0.003377293,0.004047222,0.272661381,0
C21,2014,1,0.011234613,0.230123928,0.048819841,0.04203648,0.13466721,7.147963079,-0.001797334,0,0,27.13756065,0.018422759,0.00649063,0.157091693,1
C21,2014,2,0.021086569,0.117572013,0.179350245,0.260772968,0.156013729,11.02542283,0.132557096,0,0,27.15687486,0.011234613,0.012000621,2.550393091,1
C21,2014,3,0.017545144,0.303703111,0.057770707,0.063163027,0.145319591,11.02542283,0.00223208,0,0,27.1666809,0.021086569,0.008000289,0.295912628,1
C21,2014,4,0.011166196,0.222364639,0.0502157,0.05977211,0.15754968,11.02542283,-0.004021767,0,0,27.16641943,0.017545144,0.018422759,0.425728192,1
C21,2015,1,0.00658393,0.164695787,0.039976308,0.10124757,0.1521767,11.02542283,-0.074960393,0,0,27.1685077,0.011166196,0.011234613,-0.153227675,1
C21,2015,2,0.012651025,0.278606245,0.045408261,7.252280183,0.195700909,5.363281672,0.080766191,0,0,27.20992228,0.00658393,0.021086569,-0.735914279,1
C21,2015,3,0.04937847,0.286269779,0.207375387,15.67834562,0.208823691,7.363959667,0.132557096,0,0,27.10443624,0.012651025,0.017545144,3.412952964,0
C21,2015,4,0.002968736,0.067032608,0.044287931,10.10035108,0.211178334,8.812289104,0.132557096,0,0,27.10823854,0.04937847,0.011166196,-0.16958233,1
C21,2016,1,0.011759981,0.241436074,0.048708468,7.678130619,0.200256446,11.02542283,-0.015556138,0,0,27.10606616,0.002968736,0.00658393,0.147120334,1
C21,2016,2,0.012847266,0.254015852,0.050576632,7.159062772,0.239058547,6.735584724,-0.010547919,0,0,27.12995528,0.011759981,0.012651025,0.037120659,1
C21,2016,3,0.008855051,0.18985804,0.04664038,6.964870832,0.292360983,3.3974992,-0.029312609,0,0,27.23201255,0.012847266,0.04937847,-0.813264821,0
C21,2016,4,0.004989205,0.060827368,0.082022375,13.94347393,0.374824755,1.90762893,0.040827155,0,0,27.356569,0.008855051,0.002968736,1.23931379,1
C21,2017,1,0.016629546,0.121720221,0.136621061,15.67834562,0.413880417,1.73242047,0.105350391,0,0,27.44971956,0.004989205,0.011759981,2.775126136,1
C21,2017,2,0.041541339,0.263428306,0.157695048,15.67834562,0.439913319,1.80697297,0.074901921,684.7854423,1,27.53289998,0.016629546,0.012847266,3.532464269,1
C21,2017,3,0.017042217,0.144581092,0.117873069,15.67834562,0.376418227,1.990498972,-0.034737351,0,0,27.44731932,0.041541339,0.008855051,2.441409846,0
C21,2017,4,0.007119869,0.067940363,0.104795865,15.67834562,0.335811976,1.869816176,-0.052541678,52.37665362,1,27.39310421,0.017042217,0.004989205,0.446826531,1
C21,2018,1,0.028703472,0.266004491,0.107905967,15.67834562,0.335208432,1.950880621,0.028507581,43.36242662,1,27.41119903,0.007119869,0.016629546,-0.211786998,1
C21,2018,2,0.034952617,0.344225505,0.101539881,15.67834562,0.338243083,2.207847759,0.070891409,141.8045074,1,27.46150959,0.028703472,0.041541339,-0.390864889,1
C21,2018,3,0.011906102,0.159217676,0.074778772,15.67834562,0.321070446,2.297986031,0.037951209,36.36900299,1,27.59741148,0.034952617,0.017042217,-0.339218306,1
C21,2018,4,0.023620171,0.193573283,0.122021854,15.67834562,0.337665508,2.072639821,-0.011470827,0,0,27.65404418,0.011906102,0.007119869,0.430087167,0
C21,2019,1,0.005124096,0.107326492,0.047743067,15.67834562,0.280471905,2.310831704,-0.07317222,0,0,27.56868509,0.023620171,0.028703472,-0.45411324,0
C21,2019,2,0.009876244,0.211644453,0.04666432,11.71078265,0.269205121,2.356450846,-0.028119035,0,0,27.51398904,0.005124096,0.034952617,-0.489534124,1
C21,2019,3,0.010009358,0.167169365,0.059875553,15.67834562,0.256127381,2.549754711,-0.024573314,0,0,27.50374276,0.009876244,0.011906102,-0.217416111,1
C21,2019,4,0.034124881,0.72413953,0.047124731,3.48213914,0.236497345,2.773631722,-0.019312425,840.2652443,1,27.54265989,0.010009358,0.023620171,-0.65150809,0
C21,2020,1,-0.000937397,-0.040094263,0.02337982,0.808096113,0.235764613,2.195520928,-0.006721304,0,0,27.51994016,0.034124881,0.005124096,-0.548360596,0
C21,2020,2,-0.003620374,-0.250198012,0.014470036,0.468188366,0.207882231,1.388851692,-0.097191451,-10.14781211,1,27.42549443,-0.000937397,0.009876244,-0.710262196,0
C21,2020,3,-0.001812008,-0.093252228,0.019431253,0.475261123,0.206173767,1.319384438,-0.135263806,0,0,27.41684646,-0.003620374,0.010009358,-0.70272118,1
C21,2020,4,0.019846258,0.14401433,0.137807521,7.506360171,0.180490216,1.861981654,-0.094777221,0,0,27.42953417,-0.001812008,0.034124881,1.64555215,0
C21,2021,1,-0.006645568,-0.483123129,0.013755434,2.22163832,0.203781698,1.806977797,-0.005192902,0,0,27.4482979,0.019846258,-0.000937397,-0.463583187,0
C21,2021,2,-0.004772792,-0.388978156,0.012270077,2.123282277,0.239467368,0.554402768,-0.016763862,0,0,27.47564399,-0.006645568,-0.003620374,-0.161955389,0
C21,2021,3,-0.004884435,-0.995494886,0.00490654,1.094013448,0.240785093,0.550736998,-0.003754525,0,0,27.47042245,-0.004772792,-0.001812008,-0.734052641,1
C21,2021,4,0.020304097,2.003622954,0.010133691,2.087139921,0.219047152,1.042243181,-0.060609399,0,0,27.43181619,-0.004884435,0.019846258,-0.924369611,0
C21,2022,1,0.000649488,0.036842377,0.017628822,7.188164686,0.218211461,1.10112866,0.00040121,0,0,27.43711129,0.020304097,-0.006645568,0.2758446,1
C21,2022,2,0.008090087,0.360416762,0.022446477,7.993446002,0.195856481,0.451469581,-0.031943365,0,0,27.39621489,0.000649488,-0.004772792,0.748534218,0
C21,2022,3,0.002021563,0.079478162,0.025435448,8.198751753,0.199836415,0.441635627,0.052540963,0,0,27.40383112,0.008090087,-0.004884435,3.819009527,0
C21,2022,4,-0.001936414,-0.104218907,0.018580256,6.934881442,0.216403616,0.414103444,0.071723558,0,0,27.42092426,0.002021563,0.020304097,0.763574035,0
C21,2023,1,0.000326772,0.01626559,0.020089767,8.608728594,0.216321177,1.140304464,0.005520407,0,0,27.40705923,-0.001936414,0.000649488,0.116528113,1
C21,2023,2,0.003043325,0.124256306,0.024492317,12.16907395,0.215446581,1.166250346,0.005300387,0,0,27.41562954,0.000326772,0.008090087,0.085138067,1
C21,2023,3,0.017324639,0.69391297,0.024966588,13.36327797,0.236316799,1.410516177,0.014232853,0,0,27.47391953,0.003043325,0.002021563,0.026919559,0
C21,2023,4,-0.006072984,-0.27866835,0.021792872,13.80017822,0.234036087,1.684344228,0.07208216,0,0,27.46504908,0.017324639,-0.001936414,0.241801743,1
C21,2024,1,0.006217967,0.238252545,0.02609822,15.09887463,0.227862985,1.509167453,0.011273321,0,0,27.46657337,-0.006072984,0.000326772,0.368140113,0
C21,2024,2,-0.010617902,-0.52121095,0.034452241,13.04095357,0.229949892,1.614012514,0.02309342,0,0,27.44807559,0.006217967,0.003043325,0.472892603,1
C21,2024,3,0.006112239,0.228377416,0.026763761,10.9479532,0.233203838,1.672726783,0.007574357,0,0,27.46129013,-0.010617902,0.017324639,0.082221434,1
C21,2024,4,0.014094112,0.654728567,0.021526649,7.977488194,0.149174531,2.072074139,-0.135263806,-10.14781211,1,27.6201919,0.006112239,-0.006072984,0.064077788,1
C21,2025,1,0.005206494,0.251252539,0.020722155,8.325607086,0.127254777,2.626740318,0.008462168,0,0,27.60102295,0.014094112,0.006217967,-0.082242287,0
C21,2025,2,0.00049187,0.021558972,0.02281509,7.955839914,0.127364402,2.641965242,0.00363591,0,0,27.59904905,0.005206494,-0.010617902,-0.236225467,1
C21,2025,3,0.006571604,0.29721329,0.022110735,8.494779825,0.129954504,2.528588487,0.007821026,0,0,27.61117936,0.00049187,0.006112239,-0.039746159,0
C21,2025,4,0.001216718,0.069559461,0.017491771,8.274190748,0.125560285,2.585899855,-0.008978863,0,0,27.60794586,0.006571604,0.014094112,-0.132284261,0
CCL,2014,1,0.000695566,0.036231595,0.019197764,0.022151186,0.488270527,0.443360634,0.006510976,8.172718255,1,27.01285637,0.000757125,0.001536756,-0.127997278,0
CCL,2014,2,0.002280895,0.130415942,0.017489384,0.016569594,0.494691998,0.417749152,0.016033959,10.65249178,1,27.02951701,0.000695566,0.001438064,-0.487867743,0
CCL,2014,3,0.00091598,0.058023686,0.015786317,0.017128729,0.493230258,0.462849891,0.011753558,3.250357,1,27.02825751,0.002280895,0.000318995,0.446510725,0
CCL,2014,4,0.000199458,0.012848875,0.015523354,0.018014846,0.494385045,0.444877309,0.040190846,0.079512658,1,27.03089346,0.00091598,0.000757125,0.002733056,0
CCL,2015,1,0.000859742,0.053058177,0.016203768,0.017028737,0.4979679,0.478771542,-0.01078077,5.118017439,1,27.03944947,0.000199458,0.000695566,-0.130115764,0
CCL,2015,2,0.000945613,0.030626146,0.030876017,0.056631541,0.495334377,0.322358338,0.015681785,5.080464833,1,27.03590824,0.000859742,0.002280895,0.794712184,0
CCL,2015,3,0.000904509,0.059414581,0.015223692,0.054144145,0.498014268,0.341464607,0.018656482,15.84221073,1,27.04284999,0.000945613,0.00091598,-0.025463193,0
CCL,2015,4,0.001426216,0.087598576,0.016281274,0.052369351,0.500672894,0.310067388,0.01973874,6.181396508,1,27.05072414,0.000904509,0.000199458,0.067040064,0
CCL,2016,1,0.001521624,0.059996998,0.025361666,0.080281446,0.500287489,0.33947515,0.027414774,9.056670411,1,27.05199744,0.001426216,0.000859742,0.590701907,0
CCL,2016,2,0.00156505,0.052949911,0.029557175,0.104729732,0.334934427,0.40665371,0.022877842,11.44728998,1,27.05365604,0.001521624,0.000945613,-0.028104052,1
CCL,2016,3,0.004611674,0.134937355,0.034176404,0.117044939,0.320472756,0.408997457,0.063935479,16.58233506,1,27.03831851,0.00156505,0.000904509,1.25988541,0
CCL,2016,4,0.000480227,0.01260537,0.038097052,0.135108075,0.313117253,0.509247221,0.051459459,40.43978108,1,27.02796835,0.004611674,0.001426216,1.30823524,0
CCL,2017,1,0.001543461,0.060974874,0.025313062,0.096538376,0.313647938,0.51038834,0.034987733,8.977309105,1,27.0307298,0.000480227,0.001521624,-0.023645212,0
CCL,2017,2,0.002660534,0.079989847,0.033260894,0.129907758,0.312981905,0.519052067,0.02863661,30.61448719,1,27.03328138,0.001543461,0.00156505,0.102119502,0
CCL,2017,3,0.001444768,0.039761141,0.036336171,0.152712936,0.329010228,0.630263854,0.068726894,36.52161175,1,27.0588034,0.002660534,0.004611674,0.063308588,0
CCL,2017,4,0.012951602,0.157583335,0.082188905,0.328524179,0.323653545,0.890574849,0.053688552,37.02935929,1,27.0681549,0.001444768,0.000480227,1.223798279,1
CCL,2018,1,0.008432336,0.180162682,0.046804012,0.2184943,0.220310963,1.214042798,-0.111434071,93.42304879,1,27.20628603,0.012951602,0.001543461,1.064528654,1
CCL,2018,2,0.012759125,0.080172447,0.159146014,1.018898722,0.205404596,1.576921699,0.036722013,20.19920377,1,27.20613483,0.008432336,0.002660534,4.695314244,1
CCL,2018,3,0.010340011,0.080914659,0.127789097,0.930308359,0.270142685,1.426999637,0.052319168,4.417743536,1,27.3036493,0.012759125,0.001444768,3.338479569,0
CCL,2018,4,0.014876066,0.103520516,0.143701619,0.729473403,0.331241899,1.131605504,0.047368522,1.84656058,1,27.41031585,0.010340011,0.012951602,1.348161739,1
CCL,2019,1,0.011020042,0.115783444,0.095178043,0.369193919,0.342731043,1.094447586,0.087226001,2.865756086,1,27.44273674,0.014876066,0.008432336,1.709690528,1
CCL,2019,2,0.010609987,0.084776187,0.12515292,0.521297859,0.330228875,1.127717312,0.115708978,2.738479321,1,27.43742791,0.011020042,0.012759125,-0.006389833,1
CCL,2019,3,0.014268853,0.076850453,0.185670389,0.785838028,0.345934229,1.177712654,0.107494317,3.567314106,1,27.46412721,0.010609987,0.010340011,0.76540162,0
CCL,2019,4,0.005889367,0.027281196,0.207375387,0.99049454,0.423344067,1.215466185,0.076401519,1.284833012,1,27.56835769,0.014268853,0.014876066,0.761494692,1
CCL,2020,1,0.019888272,0.109810079,0.181115174,0.664251271,0.469620454,1.281579978,0.054312124,4.966504878,1,27.68457228,0.005889367,0.011020042,1.327694889,1
CCL,2020,2,0.0096623,0.049411827,0.195546296,0.763069097,0.470946299,1.299605904,-0.091151966,2.693161064,1,27.70390681,0.019888272,0.010609987,1.014681732,1
CCL,2020,3,0.00895759,0.045651108,0.19621845,0.804463273,0.498601315,1.267938,0.057144656,2.869680208,1,27.77342324,0.0096623,0.014268853,0.410096147,1
CCL,2020,4,0.026380256,0.11023664,0.207375387,0.833242686,0.498263786,1.392594271,0.129888582,5.525085572,1,27.7530297,0.00895759,0.005889367,0.417244327,1
CCL,2021,1,0.018938056,0.089208615,0.207375387,0.719521506,0.514716716,1.425413261,-0.018057736,4.294951538,1,27.82076824,0.026380256,0.019888272,0.374566137,1
CCL,2021,2,0.021351243,0.086380623,0.207375387,0.821270138,0.506279546,1.575379294,-0.00479624,4.867845017,1,27.84286729,0.018938056,0.0096623,0.45048391,1
CCL,2021,3,0.006005123,0.040610202,0.147872283,0.557550935,0.498159833,1.596558121,0.007841029,1.447216361,1,27.83745964,0.021351243,0.00895759,-0.166383221,1
CCL,2021,4,0.018067754,0.092648173,0.195014681,0.712600328,0.526797164,1.546668586,0.042838237,4.025696901,1,27.85070722,0.006005123,0.026380256,-0.116478851,0
CCL,2022,1,0.001689951,0.032812722,0.051502911,0.182326431,0.509214508,1.566320439,0.006339285,0.481000447,1,27.81755637,0.018067754,0.018938056,-0.745770038,1
CCL,2022,2,0.019708082,0.171394901,0.114986398,0.331636496,0.506619516,1.828370035,-0.057708337,4.686864562,1,27.84733113,0.001689951,0.021351243,-0.534485607,1
CCL,2022,3,0.015405432,0.150740676,0.10219824,0.307757939,0.53476273,1.780396768,-0.035409578,2.430196283,1,27.93470164,0.019708082,0.006005123,-0.272128923,1
CCL,2022,4,0.007260245,0.054820228,0.132437333,0.553511723,0.529702612,1.564641254,0.051550138,1.708081905,1,27.93891065,0.015405432,0.018067754,-0.254918949,1
CCL,2023,1,0.008333278,0.144382789,0.057716558,0.174669581,0.512827037,1.726807796,0.009802221,1.342339746,1,27.92106791,0.007260245,0.001689951,0.233265686,1
CCL,2023,2,0.011184327,0.227646632,0.049130211,0.13153008,0.411426477,2.261453868,-0.028352167,2.604393884,1,27.74005994,0.008333278,0.019708082,-0.571832338,1
CCL,2023,3,0.02089109,0.235046585,0.088880638,0.206266959,0.402327674,2.499714522,0.006493362,4.237686137,1,27.75641977,0.011184327,0.015405432,-0.246719114,1
CCL,2023,4,0.008304776,0.1200239,0.06919269,0.189885627,0.397729862,3.055986971,-0.040205837,1.355131677,1,27.76121416,0.02089109,0.007260245,-0.562729321,1
CCL,2024,1,0.011920031,0.166847633,0.071442614,0.196196202,0.401720745,2.64699861,-0.009159604,2.429135767,1,27.78749149,0.008304776,0.008333278,0.059461209,1
CCL,2024,2,0.010523273,0.139344196,0.075519998,0.215269378,0.3991643,2.558872282,0.033092022,1.854082322,1,27.79707128,0.011920031,0.011184327,0.473384841,1
CCL,2024,3,0.011234787,0.167736624,0.066978733,0.189302427,0.387964661,2.628494452,0.008886993,2.823645388,1,27.79527664,0.010523273,0.02089109,-0.209443471,1
CCL,2024,4,0.002587852,0.058258636,0.044420056,0.133191416,0.361487498,2.431168922,-0.048756374,0.53375103,1,27.75466113,0.011234787,0.008304776,-0.347437861,1
CCL,2025,1,0.012222666,0.206804587,0.059102491,0.155069183,0.382689344,2.490147531,-0.004639702,3.215705024,1,27.76826025,0.002587852,0.011920031,-0.183376217,1
CCL,2025,2,0.010602252,0.092674618,0.114402975,0.450629899,0.380205345,2.437558233,0.00318998,2.098203427,1,27.77771749,0.012222666,0.010523273,0.485923981,1
CCL,2025,3,0.006177118,0.091094784,0.067809793,0.288367966,0.387664362,2.707100146,-0.02205342,1.249591474,1,27.79884984,0.010602252,0.011234787,0.004506713,0
CCL,2025,4,-0.005009255,-0.20942786,0.02391876,0.161650558,0.395255677,1.671855456,-0.008253499,0,0,27.80511803,0.006177118,0.002587852,-0.446898763,0
D11,2014,1,0.003148959,0.023961995,0.131414742,8.408908244,0.478759025,2.010867681,-0.045286801,28.86196502,1,25.84825767,0.001607341,0.001170385,2.538375174,0
D11,2014,2,0.001474779,0.012559706,0.11742144,5.511570801,0.481682718,1.889067471,-0.001428135,26.19955727,1,25.85382132,0.003148959,0.001911083,0.133862704,0
D11,2014,3,0.003071395,0.018700232,0.164243693,2.72765253,0.508048139,1.68179134,-0.042486088,0,0,25.83465959,0.001474779,0.002273769,0.185072772,0
D11,2014,4,0.0004192,0.002580877,0.162425484,2.484115976,0.494555551,1.83850085,0.070822039,0,0,25.80721938,0.003071395,0.001607341,-0.251679805,1
D11,2015,1,0.002830379,0.019947617,0.141890593,3.982946689,0.472310697,8.036598466,-0.083630729,0,0,25.76963129,0.0004192,0.003148959,0.008331037,0
D11,2015,2,0.001818636,0.019077924,0.095326749,1.785802598,0.506021236,1.811943298,0.041055455,0,0,25.77166974,0.002830379,0.001474779,-0.250876477,0
D11,2015,3,0.000235174,0.001979968,0.118776723,1.244526455,0.53159192,1.633326733,0.016313238,0,0,25.82531146,0.001818636,0.003071395,-0.308949187,0
D11,2015,4,0.000589265,0.002214296,0.207375387,2.545255627,0.530171507,1.671391971,-0.114666964,0,0,25.82324094,0.000235174,0.0004192,0.643726559,0
D11,2016,1,0.000889019,0.003583706,0.207375387,2.759213596,0.541729178,1.64164527,0.014567333,0,0,25.81647146,0.000589265,0.002830379,0.803852238,0
D11,2016,2,0.000727606,0.00375132,0.193959961,0.87654104,0.542575314,1.193868393,-0.135263806,0,0,25.81754775,0.000889019,0.001818636,1.131231566,0
D11,2016,3,0.001389841,0.012632589,0.11002026,0.302742725,0.604050267,1.10354349,0.026531927,0,0,25.96457815,0.000727606,0.000235174,0.018500655,0
D11,2016,4,0.00266691,0.028850899,0.092437658,0.240695357,0.504364581,1.418466845,-0.09765834,0,0,26.00058221,0.001389841,0.000589265,-0.593000059,0
D11,2017,1,0.000910602,0.004447889,0.204726819,0.505974637,0.55866275,1.509042609,0.080313421,0,0,26.11822985,0.00266691,0.000889019,0.0504608,0
D11,2017,2,0.001873365,0.033430505,0.056037595,0.119778793,0.591903158,1.326971195,-0.081340167,0,0,26.13484446,0.000910602,0.000727606,-0.606261002,0
D11,2017,3,0.001024581,0.031667903,0.032353931,0.056990545,0.653653542,0.728079778,-0.035583063,0,0,26.30035101,0.001873365,0.001389841,-0.592075787,0
D11,2017,4,0.003332552,0.030759532,0.108342101,0.179941834,0.746380924,0.554593468,0,304.8679946,1,26.58462626,0.001024581,0.00266691,0.87493411,0
D11,2018,1,0.000172991,0.004139451,0.041790841,0.071857286,0.77227609,0.493208796,0.023109912,0.500382433,1,26.69293847,0.003332552,0.000910602,-0.635739629,0
D11,2018,2,0.000316531,0.005766053,0.054895647,0.090113978,0.803797154,0.441399352,-0.035883306,25.46711466,1,26.84053543,0.000172991,0.001873365,0.863203241,0
D11,2018,3,0.000163099,0.01018121,0.016019646,0.021686219,0.835197088,0.401368895,-0.070965121,0,0,27.01570812,0.000316531,0.001024581,0.008047181,1
D11,2018,4,0.025191295,0.091812302,0.207375387,0.335298785,0.828741251,0.624727947,0.049693706,58.82276709,1,27.03130637,0.000163099,0.003332552,3.482562924,0
D11,2019,1,0.00119502,0.040510037,0.029499363,0.042305431,0.841598118,0.659728641,0.048718783,3.130636947,1,27.11660869,0.025191295,0.000172991,0.090144427,1
